gl_balance_id,year,month,branch_id,ledger_code,ledger_name,pool_name,amount
GL_OperationsShared_202508_B003_6520,2025,8,B003,6520,IT Shared Services,OperationsShared,17842.99
GL_OperationsShared_202508_B004_6500,2025,8,B004,6500,Finance & HR,OperationsShared,11310.14
GL_OperationsShared_202508_B004_6510,2025,8,B004,6510,Compliance,OperationsShared,6283.41
GL_OperationsShared_202508_B004_6520,2025,8,B004,6520,IT Shared Services,OperationsShared,7540.09
GL_OperationsShared_202508_B005_6500,2025,8,B005,6500,Finance & HR,OperationsShared,9331.23
GL_OperationsShared_202508_B005_6510,2025,8,B005,6510,Compliance,OperationsShared,5184.02
GL_OperationsShared_202508_B005_6520,2025,8,B005,6520,IT Shared Services,OperationsShared,6220.82
GL_OperationsShared_202508_B006_6500,2025,8,B006,6500,Finance & HR,OperationsShared,59151.34
GL_OperationsShared_202508_B006_6510,2025,8,B006,6510,Compliance,OperationsShared,32861.86
GL_OperationsShared_202508_B006_6520,2025,8,B006,6520,IT Shared Services,OperationsShared,39434.23
GL_OperationsShared_202508_B007_6500,2025,8,B007,6500,Finance & HR,OperationsShared,35163.97
GL_OperationsShared_202508_B007_6510,2025,8,B007,6510,Compliance,OperationsShared,19535.54
GL_OperationsShared_202508_B007_6520,2025,8,B007,6520,IT Shared Services,OperationsShared,23442.65
GL_OperationsShared_202508_B008_6500,2025,8,B008,6500,Finance & HR,OperationsShared,9117.52
GL_OperationsShared_202508_B008_6510,2025,8,B008,6510,Compliance,OperationsShared,5065.29
GL_OperationsShared_202508_B008_6520,2025,8,B008,6520,IT Shared Services,OperationsShared,6078.35
GL_OperationsShared_202508_B009_6500,2025,8,B009,6500,Finance & HR,OperationsShared,15380.75
GL_OperationsShared_202508_B009_6510,2025,8,B009,6510,Compliance,OperationsShared,8544.86
GL_OperationsShared_202508_B009_6520,2025,8,B009,6520,IT Shared Services,OperationsShared,10253.83
GL_OperationsShared_202508_B010_6500,2025,8,B010,6500,Finance & HR,OperationsShared,23944.52
GL_OperationsShared_202508_B010_6510,2025,8,B010,6510,Compliance,OperationsShared,13302.51
GL_OperationsShared_202508_B010_6520,2025,8,B010,6520,IT Shared Services,OperationsShared,15963.01
GL_OperationsShared_202508_B011_6500,2025,8,B011,6500,Finance & HR,OperationsShared,23588.4
GL_OperationsShared_202508_B011_6510,2025,8,B011,6510,Compliance,OperationsShared,13104.67
GL_OperationsShared_202508_B011_6520,2025,8,B011,6520,IT Shared Services,OperationsShared,15725.6
GL_OperationsShared_202508_B012_6500,2025,8,B012,6500,Finance & HR,OperationsShared,10825.15
GL_OperationsShared_202508_B012_6510,2025,8,B012,6510,Compliance,OperationsShared,6013.97
GL_OperationsShared_202508_B012_6520,2025,8,B012,6520,IT Shared Services,OperationsShared,7216.75
GL_ServiceFees_202508_HQ_4300,2025,8,HQ,4300,Deposit Account Service Charges,ServiceFees,43753.03
GL_ServiceFees_202508_HQ_4305,2025,8,HQ,4305,Overdraft Fees,ServiceFees,18751.3
GL_ServiceFees_202508_B001_4300,2025,8,B001,4300,Deposit Account Service Charges,ServiceFees,51414.39
GL_ServiceFees_202508_B001_4305,2025,8,B001,4305,Overdraft Fees,ServiceFees,22034.74
GL_ServiceFees_202508_B002_4300,2025,8,B002,4300,Deposit Account Service Charges,ServiceFees,11181.4
GL_ServiceFees_202508_B002_4305,2025,8,B002,4305,Overdraft Fees,ServiceFees,4792.03
GL_ServiceFees_202508_B003_4300,2025,8,B003,4300,Deposit Account Service Charges,ServiceFees,5092.46
GL_ServiceFees_202508_B003_4305,2025,8,B003,4305,Overdraft Fees,ServiceFees,2182.48
GL_ServiceFees_202508_B004_4300,2025,8,B004,4300,Deposit Account Service Charges,ServiceFees,12712.62
GL_ServiceFees_202508_B004_4305,2025,8,B004,4305,Overdraft Fees,ServiceFees,5448.26
GL_ServiceFees_202508_B005_4300,2025,8,B005,4300,Deposit Account Service Charges,ServiceFees,7487.85
GL_ServiceFees_202508_B005_4305,2025,8,B005,4305,Overdraft Fees,ServiceFees,3209.08
GL_ServiceFees_202508_B006_4300,2025,8,B006,4300,Deposit Account Service Charges,ServiceFees,50821.63
GL_ServiceFees_202508_B006_4305,2025,8,B006,4305,Overdraft Fees,ServiceFees,21780.7
GL_ServiceFees_202508_B007_4300,2025,8,B007,4300,Deposit Account Service Charges,ServiceFees,2603.43
GL_ServiceFees_202508_B007_4305,2025,8,B007,4305,Overdraft Fees,ServiceFees,1115.76
GL_ServiceFees_202508_B008_4300,2025,8,B008,4300,Deposit Account Service Charges,ServiceFees,163084.36
GL_ServiceFees_202508_B008_4305,2025,8,B008,4305,Overdraft Fees,ServiceFees,69893.3
GL_ServiceFees_202508_B009_4300,2025,8,B009,4300,Deposit Account Service Charges,ServiceFees,54726.34
GL_ServiceFees_202508_B009_4305,2025,8,B009,4305,Overdraft Fees,ServiceFees,23454.15
GL_ServiceFees_202508_B010_4300,2025,8,B010,4300,Deposit Account Service Charges,ServiceFees,49941.38
GL_ServiceFees_202508_B010_4305,2025,8,B010,4305,Overdraft Fees,ServiceFees,21403.45
GL_ServiceFees_202508_B011_4300,2025,8,B011,4300,Deposit Account Service Charges,ServiceFees,27293.69
GL_ServiceFees_202508_B011_4305,2025,8,B011,4305,Overdraft Fees,ServiceFees,11697.3
GL_ServiceFees_202508_B012_4300,2025,8,B012,4300,Deposit Account Service Charges,ServiceFees,23346.91
GL_ServiceFees_202508_B012_4305,2025,8,B012,4305,Overdraft Fees,ServiceFees,10005.82
GL_CardInterchange_202508_HQ_4310,2025,8,HQ,4310,Card Interchange Income,CardInterchange,20261.01
GL_CardInterchange_202508_B001_4310,2025,8,B001,4310,Card Interchange Income,CardInterchange,33735.41
GL_CardInterchange_202508_B002_4310,2025,8,B002,4310,Card Interchange Income,CardInterchange,2827.72
GL_CardInterchange_202508_B003_4310,2025,8,B003,4310,Card Interchange Income,CardInterchange,47271.33
GL_CardInterchange_202508_B004_4310,2025,8,B004,4310,Card Interchange Income,CardInterchange,49018.32
GL_CardInterchange_202508_B005_4310,2025,8,B005,4310,Card Interchange Income,CardInterchange,80594.4
GL_CardInterchange_202508_B006_4310,2025,8,B006,4310,Card Interchange Income,CardInterchange,51311.39
GL_CardInterchange_202508_B007_4310,2025,8,B007,4310,Card Interchange Income,CardInterchange,37632.35
GL_CardInterchange_202508_B008_4310,2025,8,B008,4310,Card Interchange Income,CardInterchange,157468.19
GL_CardInterchange_202508_B009_4310,2025,8,B009,4310,Card Interchange Income,CardInterchange,37063.65
GL_CardInterchange_202508_B010_4310,2025,8,B010,4310,Card Interchange Income,CardInterchange,6189.42
GL_CardInterchange_202508_B011_4310,2025,8,B011,4310,Card Interchange Income,CardInterchange,22734.89
GL_CardInterchange_202508_B012_4310,2025,8,B012,4310,Card Interchange Income,CardInterchange,264.53
GL_BrokerageFees_202508_HQ_4320,2025,8,HQ,4320,Brokerage Commissions,BrokerageFees,1988.81
GL_BrokerageFees_202508_HQ_4325,2025,8,HQ,4325,Advisory Fees,BrokerageFees,1325.87
GL_BrokerageFees_202508_B001_4320,2025,8,B001,4320,Brokerage Commissions,BrokerageFees,8968.32
GL_BrokerageFees_202508_B001_4325,2025,8,B001,4325,Advisory Fees,BrokerageFees,5978.88
GL_BrokerageFees_202508_B002_4320,2025,8,B002,4320,Brokerage Commissions,BrokerageFees,28079.57
GL_BrokerageFees_202508_B002_4325,2025,8,B002,4325,Advisory Fees,BrokerageFees,18719.71
GL_BrokerageFees_202508_B003_4320,2025,8,B003,4320,Brokerage Commissions,BrokerageFees,1379.17
GL_BrokerageFees_202508_B003_4325,2025,8,B003,4325,Advisory Fees,BrokerageFees,919.45
GL_BrokerageFees_202508_B004_4320,2025,8,B004,4320,Brokerage Commissions,BrokerageFees,7640.87
GL_BrokerageFees_202508_B004_4325,2025,8,B004,4325,Advisory Fees,BrokerageFees,5093.91
GL_BrokerageFees_202508_B005_4320,2025,8,B005,4320,Brokerage Commissions,BrokerageFees,19123.3
GL_BrokerageFees_202508_B005_4325,2025,8,B005,4325,Advisory Fees,BrokerageFees,12748.87
GL_BrokerageFees_202508_B006_4320,2025,8,B006,4320,Brokerage Commissions,BrokerageFees,17473.08
GL_BrokerageFees_202508_B006_4325,2025,8,B006,4325,Advisory Fees,BrokerageFees,11648.72
GL_BrokerageFees_202508_B007_4320,2025,8,B007,4320,Brokerage Commissions,BrokerageFees,28753.75
GL_BrokerageFees_202508_B007_4325,2025,8,B007,4325,Advisory Fees,BrokerageFees,19169.17
GL_BrokerageFees_202508_B008_4320,2025,8,B008,4320,Brokerage Commissions,BrokerageFees,34354.46
GL_BrokerageFees_202508_B008_4325,2025,8,B008,4325,Advisory Fees,BrokerageFees,22902.98
GL_BrokerageFees_202508_B009_4320,2025,8,B009,4320,Brokerage Commissions,BrokerageFees,16.71
GL_BrokerageFees_202508_B009_4325,2025,8,B009,4325,Advisory Fees,BrokerageFees,11.14
GL_BrokerageFees_202508_B010_4320,2025,8,B010,4320,Brokerage Commissions,BrokerageFees,10089.98
GL_BrokerageFees_202508_B010_4325,2025,8,B010,4325,Advisory Fees,BrokerageFees,6726.66
GL_BrokerageFees_202508_B011_4320,2025,8,B011,4320,Brokerage Commissions,BrokerageFees,22187.5
GL_BrokerageFees_202508_B011_4325,2025,8,B011,4325,Advisory Fees,BrokerageFees,14791.67
GL_BrokerageFees_202508_B012_4320,2025,8,B012,4320,Brokerage Commissions,BrokerageFees,14502.74
GL_BrokerageFees_202508_B012_4325,2025,8,B012,4325,Advisory Fees,BrokerageFees,9668.49
GL_InterestIncomeLoans_202508_HQ_4100,2025,8,HQ,4100,Interest Income - Loans,InterestIncomeLoans,38365.63
GL_InterestIncomeLoans_202508_B001_4100,2025,8,B001,4100,Interest Income - Loans,InterestIncomeLoans,677504.05
GL_InterestIncomeLoans_202508_B002_4100,2025,8,B002,4100,Interest Income - Loans,InterestIncomeLoans,787164.67
GL_InterestIncomeLoans_202508_B003_4100,2025,8,B003,4100,Interest Income - Loans,InterestIncomeLoans,462116.39
GL_InterestIncomeLoans_202508_B004_4100,2025,8,B004,4100,Interest Income - Loans,InterestIncomeLoans,793554.11
GL_InterestIncomeLoans_202508_B005_4100,2025,8,B005,4100,Interest Income - Loans,InterestIncomeLoans,154987.61
GL_InterestIncomeLoans_202508_B006_4100,2025,8,B006,4100,Interest Income - Loans,InterestIncomeLoans,47218.7
GL_InterestIncomeLoans_202508_B007_4100,2025,8,B007,4100,Interest Income - Loans,InterestIncomeLoans,2472968.41
GL_InterestIncomeLoans_202508_B008_4100,2025,8,B008,4100,Interest Income - Loans,InterestIncomeLoans,3450916.76
GL_InterestIncomeLoans_202508_B009_4100,2025,8,B009,4100,Interest Income - Loans,InterestIncomeLoans,430426.68
GL_InterestIncomeLoans_202508_B010_4100,2025,8,B010,4100,Interest Income - Loans,InterestIncomeLoans,15874.13
GL_InterestIncomeLoans_202508_B011_4100,2025,8,B011,4100,Interest Income - Loans,InterestIncomeLoans,56248.65
GL_InterestIncomeLoans_202508_B012_4100,2025,8,B012,4100,Interest Income - Loans,InterestIncomeLoans,989874.22
GL_InterestIncomeSecurities_202508_HQ_4200,2025,8,HQ,4200,Interest Income - Securities,InterestIncomeSecurities,1333970.11
GL_InterestIncomeSecurities_202508_B001_4200,2025,8,B001,4200,Interest Income - Securities,InterestIncomeSecurities,3416.65
GL_InterestIncomeSecurities_202508_B002_4200,2025,8,B002,4200,Interest Income - Securities,InterestIncomeSecurities,10772.71
GL_InterestIncomeSecurities_202508_B003_4200,2025,8,B003,4200,Interest Income - Securities,InterestIncomeSecurities,2350.7
GL_InterestIncomeSecurities_202508_B004_4200,2025,8,B004,4200,Interest Income - Securities,InterestIncomeSecurities,4195.56
GL_InterestIncomeSecurities_202508_B005_4200,2025,8,B005,4200,Interest Income - Securities,InterestIncomeSecurities,49109.36
GL_InterestIncomeSecurities_202508_B006_4200,2025,8,B006,4200,Interest Income - Securities,InterestIncomeSecurities,107749.44
GL_InterestIncomeSecurities_202508_B007_4200,2025,8,B007,4200,Interest Income - Securities,InterestIncomeSecurities,11897.14
GL_InterestIncomeSecurities_202508_B008_4200,2025,8,B008,4200,Interest Income - Securities,InterestIncomeSecurities,85479.28
GL_InterestIncomeSecurities_202508_B009_4200,2025,8,B009,4200,Interest Income - Securities,InterestIncomeSecurities,25290.38
GL_InterestIncomeSecurities_202508_B010_4200,2025,8,B010,4200,Interest Income - Securities,InterestIncomeSecurities,33307.1
GL_InterestIncomeSecurities_202508_B011_4200,2025,8,B011,4200,Interest Income - Securities,InterestIncomeSecurities,275310.85
GL_InterestIncomeSecurities_202508_B012_4200,2025,8,B012,4200,Interest Income - Securities,InterestIncomeSecurities,280434.24
GL_InterestExpenseDeposits_202508_HQ_5100,2025,8,HQ,5100,Interest Expense - Deposits,InterestExpenseDeposits,28796.02
GL_InterestExpenseDeposits_202508_B001_5100,2025,8,B001,5100,Interest Expense - Deposits,InterestExpenseDeposits,304516.22
GL_InterestExpenseDeposits_202508_B002_5100,2025,8,B002,5100,Interest Expense - Deposits,InterestExpenseDeposits,13318.41
GL_InterestExpenseDeposits_202508_B003_5100,2025,8,B003,5100,Interest Expense - Deposits,InterestExpenseDeposits,54178.83
GL_InterestExpenseDeposits_202508_B004_5100,2025,8,B004,5100,Interest Expense - Deposits,InterestExpenseDeposits,57172.25
GL_InterestExpenseDeposits_202508_B005_5100,2025,8,B005,5100,Interest Expense - Deposits,InterestExpenseDeposits,60091.79
GL_InterestExpenseDeposits_202508_B006_5100,2025,8,B006,5100,Interest Expense - Deposits,InterestExpenseDeposits,32737.79
GL_InterestExpenseDeposits_202508_B007_5100,2025,8,B007,5100,Interest Expense - Deposits,InterestExpenseDeposits,251597.12
GL_InterestExpenseDeposits_202508_B008_5100,2025,8,B008,5100,Interest Expense - Deposits,InterestExpenseDeposits,220779.01
GL_InterestExpenseDeposits_202508_B009_5100,2025,8,B009,5100,Interest Expense - Deposits,InterestExpenseDeposits,238067.64
GL_InterestExpenseDeposits_202508_B010_5100,2025,8,B010,5100,Interest Expense - Deposits,InterestExpenseDeposits,48427.96
GL_InterestExpenseDeposits_202508_B011_5100,2025,8,B011,5100,Interest Expense - Deposits,InterestExpenseDeposits,166056.31
GL_InterestExpenseDeposits_202508_B012_5100,2025,8,B012,5100,Interest Expense - Deposits,InterestExpenseDeposits,66892.22
GL_InterestExpenseBorrowings_202508_HQ_5200,2025,8,HQ,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,7937.93
GL_InterestExpenseBorrowings_202508_B001_5200,2025,8,B001,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,24671.01
GL_InterestExpenseBorrowings_202508_B002_5200,2025,8,B002,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,18508.05
GL_InterestExpenseBorrowings_202508_B003_5200,2025,8,B003,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,38495.17
GL_InterestExpenseBorrowings_202508_B004_5200,2025,8,B004,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,4796.63
GL_InterestExpenseBorrowings_202508_B005_5200,2025,8,B005,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,49477.24
GL_InterestExpenseBorrowings_202508_B006_5200,2025,8,B006,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,1344.17
GL_InterestExpenseBorrowings_202508_B007_5200,2025,8,B007,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,2274.56
GL_InterestExpenseBorrowings_202508_B008_5200,2025,8,B008,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,25983.01
GL_InterestExpenseBorrowings_202508_B009_5200,2025,8,B009,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,200285.03
GL_InterestExpenseBorrowings_202508_B010_5200,2025,8,B010,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,14380.2
GL_InterestExpenseBorrowings_202508_B011_5200,2025,8,B011,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,7665.33
GL_InterestExpenseBorrowings_202508_B012_5200,2025,8,B012,5200,Interest Expense - Borrowings,InterestExpenseBorrowings,2677.05
GL_ProvisionForCreditLosses_202508_HQ_5300,2025,8,HQ,5300,Provision for Credit Losses,ProvisionForCreditLosses,25082.89
GL_ProvisionForCreditLosses_202508_B001_5300,2025,8,B001,5300,Provision for Credit Losses,ProvisionForCreditLosses,44875.6
GL_ProvisionForCreditLosses_202508_B002_5300,2025,8,B002,5300,Provision for Credit Losses,ProvisionForCreditLosses,26944.17
GL_ProvisionForCreditLosses_202508_B003_5300,2025,8,B003,5300,Provision for Credit Losses,ProvisionForCreditLosses,29825.45
GL_ProvisionForCreditLosses_202508_B004_5300,2025,8,B004,5300,Provision for Credit Losses,ProvisionForCreditLosses,3007.52
GL_ProvisionForCreditLosses_202508_B005_5300,2025,8,B005,5300,Provision for Credit Losses,ProvisionForCreditLosses,41156.24
GL_ProvisionForCreditLosses_202508_B006_5300,2025,8,B006,5300,Provision for Credit Losses,ProvisionForCreditLosses,8592.8
GL_ProvisionForCreditLosses_202508_B007_5300,2025,8,B007,5300,Provision for Credit Losses,ProvisionForCreditLosses,21931.53
GL_ProvisionForCreditLosses_202508_B008_5300,2025,8,B008,5300,Provision for Credit Losses,ProvisionForCreditLosses,33520.88
GL_ProvisionForCreditLosses_202508_B009_5300,2025,8,B009,5300,Provision for Credit Losses,ProvisionForCreditLosses,5490.89
GL_ProvisionForCreditLosses_202508_B010_5300,2025,8,B010,5300,Provision for Credit Losses,ProvisionForCreditLosses,18451.62
GL_ProvisionForCreditLosses_202508_B011_5300,2025,8,B011,5300,Provision for Credit Losses,ProvisionForCreditLosses,28570.15
GL_ProvisionForCreditLosses_202508_B012_5300,2025,8,B012,5300,Provision for Credit Losses,ProvisionForCreditLosses,1736.61
GL_IncomeTaxExpense_202508_HQ_7100,2025,8,HQ,7100,Income Tax Expense,IncomeTaxExpense,404664.69
GL_CallCenterOpex_202509_HQ_6100,2025,9,HQ,6100,Call Center Salaries,CallCenterOpex,76863.08
GL_CallCenterOpex_202509_HQ_6110,2025,9,HQ,6110,Telecom Expense,CallCenterOpex,34937.76
GL_CallCenterOpex_202509_HQ_6120,2025,9,HQ,6120,Call Center Rent,CallCenterOpex,27950.21
GL_CallCenterOpex_202509_B001_6100,2025,9,B001,6100,Call Center Salaries,CallCenterOpex,46969.67
GL_CallCenterOpex_202509_B001_6110,2025,9,B001,6110,Telecom Expense,CallCenterOpex,21349.85
GL_CallCenterOpex_202509_B001_6120,2025,9,B001,6120,Call Center Rent,CallCenterOpex,17079.88
GL_CallCenterOpex_202509_B002_6100,2025,9,B002,6100,Call Center Salaries,CallCenterOpex,2572.57
GL_CallCenterOpex_202509_B002_6110,2025,9,B002,6110,Telecom Expense,CallCenterOpex,1169.35
GL_CallCenterOpex_202509_B002_6120,2025,9,B002,6120,Call Center Rent,CallCenterOpex,935.48
GL_CallCenterOpex_202509_B003_6100,2025,9,B003,6100,Call Center Salaries,CallCenterOpex,138904.68
GL_CallCenterOpex_202509_B003_6110,2025,9,B003,6110,Telecom Expense,CallCenterOpex,63138.49
GL_CallCenterOpex_202509_B003_6120,2025,9,B003,6120,Call Center Rent,CallCenterOpex,50510.79
GL_CallCenterOpex_202509_B004_6100,2025,9,B004,6100,Call Center Salaries,CallCenterOpex,117.54
GL_CallCenterOpex_202509_B004_6110,2025,9,B004,6110,Telecom Expense,CallCenterOpex,53.43
GL_CallCenterOpex_202509_B004_6120,2025,9,B004,6120,Call Center Rent,CallCenterOpex,42.74
GL_CallCenterOpex_202509_B005_6100,2025,9,B005,6100,Call Center Salaries,CallCenterOpex,27643.69
GL_CallCenterOpex_202509_B005_6110,2025,9,B005,6110,Telecom Expense,CallCenterOpex,12565.31
GL_CallCenterOpex_202509_B005_6120,2025,9,B005,6120,Call Center Rent,CallCenterOpex,10052.25
GL_CallCenterOpex_202509_B006_6100,2025,9,B006,6100,Call Center Salaries,CallCenterOpex,69969.71
GL_CallCenterOpex_202509_B006_6110,2025,9,B006,6110,Telecom Expense,CallCenterOpex,31804.41
GL_CallCenterOpex_202509_B006_6120,2025,9,B006,6120,Call Center Rent,CallCenterOpex,25443.53
GL_CallCenterOpex_202509_B007_6100,2025,9,B007,6100,Call Center Salaries,CallCenterOpex,157291.06
GL_CallCenterOpex_202509_B007_6110,2025,9,B007,6110,Telecom Expense,CallCenterOpex,71495.93
GL_CallCenterOpex_202509_B007_6120,2025,9,B007,6120,Call Center Rent,CallCenterOpex,57196.75
GL_CallCenterOpex_202509_B008_6100,2025,9,B008,6100,Call Center Salaries,CallCenterOpex,21863.58
GL_CallCenterOpex_202509_B008_6110,2025,9,B008,6110,Telecom Expense,CallCenterOpex,9937.99
GL_CallCenterOpex_202509_B008_6120,2025,9,B008,6120,Call Center Rent,CallCenterOpex,7950.39
GL_CallCenterOpex_202509_B009_6100,2025,9,B009,6100,Call Center Salaries,CallCenterOpex,48098.28
GL_CallCenterOpex_202509_B009_6110,2025,9,B009,6110,Telecom Expense,CallCenterOpex,21862.85
GL_CallCenterOpex_202509_B009_6120,2025,9,B009,6120,Call Center Rent,CallCenterOpex,17490.28
GL_CallCenterOpex_202509_B010_6100,2025,9,B010,6100,Call Center Salaries,CallCenterOpex,21666.2
GL_CallCenterOpex_202509_B010_6110,2025,9,B010,6110,Telecom Expense,CallCenterOpex,9848.27
GL_CallCenterOpex_202509_B010_6120,2025,9,B010,6120,Call Center Rent,CallCenterOpex,7878.62
GL_CallCenterOpex_202509_B011_6100,2025,9,B011,6100,Call Center Salaries,CallCenterOpex,42554.47
GL_CallCenterOpex_202509_B011_6110,2025,9,B011,6110,Telecom Expense,CallCenterOpex,19342.94
GL_CallCenterOpex_202509_B011_6120,2025,9,B011,6120,Call Center Rent,CallCenterOpex,15474.35
GL_CallCenterOpex_202509_B012_6100,2025,9,B012,6100,Call Center Salaries,CallCenterOpex,45994.16
GL_CallCenterOpex_202509_B012_6110,2025,9,B012,6110,Telecom Expense,CallCenterOpex,20906.44
GL_CallCenterOpex_202509_B012_6120,2025,9,B012,6120,Call Center Rent,CallCenterOpex,16725.16
GL_BranchOpex_202509_HQ_6200,2025,9,HQ,6200,Branch Salaries,BranchOpex,164547.34
GL_BranchOpex_202509_HQ_6210,2025,9,HQ,6210,Branch Rent,BranchOpex,59835.4
GL_BranchOpex_202509_HQ_6220,2025,9,HQ,6220,Branch Utilities,BranchOpex,44876.55
GL_BranchOpex_202509_HQ_6230,2025,9,HQ,6230,Branch Supplies,BranchOpex,29917.7
GL_BranchOpex_202509_B001_6200,2025,9,B001,6200,Branch Salaries,BranchOpex,123544.84
GL_BranchOpex_202509_B001_6210,2025,9,B001,6210,Branch Rent,BranchOpex,44925.4
GL_BranchOpex_202509_B001_6220,2025,9,B001,6220,Branch Utilities,BranchOpex,33694.05
GL_BranchOpex_202509_B001_6230,2025,9,B001,6230,Branch Supplies,BranchOpex,22462.7
GL_BranchOpex_202509_B002_6200,2025,9,B002,6200,Branch Salaries,BranchOpex,60732.51
GL_BranchOpex_202509_B002_6210,2025,9,B002,6210,Branch Rent,BranchOpex,22084.55
GL_BranchOpex_202509_B002_6220,2025,9,B002,6220,Branch Utilities,BranchOpex,16563.41
GL_BranchOpex_202509_B002_6230,2025,9,B002,6230,Branch Supplies,BranchOpex,11042.27
GL_BranchOpex_202509_B003_6200,2025,9,B003,6200,Branch Salaries,BranchOpex,140921.07
GL_BranchOpex_202509_B003_6210,2025,9,B003,6210,Branch Rent,BranchOpex,51244.02
GL_BranchOpex_202509_B003_6220,2025,9,B003,6220,Branch Utilities,BranchOpex,38433.02
GL_BranchOpex_202509_B003_6230,2025,9,B003,6230,Branch Supplies,BranchOpex,25622.01
GL_BranchOpex_202509_B004_6200,2025,9,B004,6200,Branch Salaries,BranchOpex,117003.5
GL_BranchOpex_202509_B004_6210,2025,9,B004,6210,Branch Rent,BranchOpex,42546.73
GL_BranchOpex_202509_B004_6220,2025,9,B004,6220,Branch Utilities,BranchOpex,31910.05
GL_BranchOpex_202509_B004_6230,2025,9,B004,6230,Branch Supplies,BranchOpex,21273.36
GL_BranchOpex_202509_B005_6200,2025,9,B005,6200,Branch Salaries,BranchOpex,24714.16
GL_BranchOpex_202509_B005_6210,2025,9,B005,6210,Branch Rent,BranchOpex,8986.97
GL_BranchOpex_202509_B005_6220,2025,9,B005,6220,Branch Utilities,BranchOpex,6740.23
GL_BranchOpex_202509_B005_6230,2025,9,B005,6230,Branch Supplies,BranchOpex,4493.48
GL_BranchOpex_202509_B006_6200,2025,9,B006,6200,Branch Salaries,BranchOpex,19404.78
GL_BranchOpex_202509_B006_6210,2025,9,B006,6210,Branch Rent,BranchOpex,7056.28
GL_BranchOpex_202509_B006_6220,2025,9,B006,6220,Branch Utilities,BranchOpex,5292.21
GL_BranchOpex_202509_B006_6230,2025,9,B006,6230,Branch Supplies,BranchOpex,3528.14
GL_BranchOpex_202509_B007_6200,2025,9,B007,6200,Branch Salaries,BranchOpex,45933.94
GL_BranchOpex_202509_B007_6210,2025,9,B007,6210,Branch Rent,BranchOpex,16703.25
GL_BranchOpex_202509_B007_6220,2025,9,B007,6220,Branch Utilities,BranchOpex,12527.44
GL_BranchOpex_202509_B007_6230,2025,9,B007,6230,Branch Supplies,BranchOpex,8351.62
GL_BranchOpex_202509_B008_6200,2025,9,B008,6200,Branch Salaries,BranchOpex,19103.53
GL_BranchOpex_202509_B008_6210,2025,9,B008,6210,Branch Rent,BranchOpex,6946.74
GL_BranchOpex_202509_B008_6220,2025,9,B008,6220,Branch Utilities,BranchOpex,5210.05
GL_BranchOpex_202509_B008_6230,2025,9,B008,6230,Branch Supplies,BranchOpex,3473.37
GL_BranchOpex_202509_B009_6200,2025,9,B009,6200,Branch Salaries,BranchOpex,87203.12
GL_BranchOpex_202509_B009_6210,2025,9,B009,6210,Branch Rent,BranchOpex,31710.23
GL_BranchOpex_202509_B009_6220,2025,9,B009,6220,Branch Utilities,BranchOpex,23782.67
GL_BranchOpex_202509_B009_6230,2025,9,B009,6230,Branch Supplies,BranchOpex,15855.11
GL_BranchOpex_202509_B010_6200,2025,9,B010,6200,Branch Salaries,BranchOpex,182505.46
GL_BranchOpex_202509_B010_6210,2025,9,B010,6210,Branch Rent,BranchOpex,66365.62
GL_BranchOpex_202509_B010_6220,2025,9,B010,6220,Branch Utilities,BranchOpex,49774.22
GL_BranchOpex_202509_B010_6230,2025,9,B010,6230,Branch Supplies,BranchOpex,33182.81
GL_BranchOpex_202509_B011_6200,2025,9,B011,6200,Branch Salaries,BranchOpex,204559.69
GL_BranchOpex_202509_B011_6210,2025,9,B011,6210,Branch Rent,BranchOpex,74385.34
GL_BranchOpex_202509_B011_6220,2025,9,B011,6220,Branch Utilities,BranchOpex,55789.01
GL_BranchOpex_202509_B011_6230,2025,9,B011,6230,Branch Supplies,BranchOpex,37192.67
GL_BranchOpex_202509_B012_6200,2025,9,B012,6200,Branch Salaries,BranchOpex,40244.34
GL_BranchOpex_202509_B012_6210,2025,9,B012,6210,Branch Rent,BranchOpex,14634.31
GL_BranchOpex_202509_B012_6220,2025,9,B012,6220,Branch Utilities,BranchOpex,10975.73
GL_BranchOpex_202509_B012_6230,2025,9,B012,6230,Branch Supplies,BranchOpex,7317.15
GL_DigitalPlatform_202509_HQ_6300,2025,9,HQ,6300,Cloud Hosting,DigitalPlatform,299384.11
GL_DigitalPlatform_202509_HQ_6310,2025,9,HQ,6310,Software Licenses,DigitalPlatform,179630.47
GL_DigitalPlatform_202509_HQ_6320,2025,9,HQ,6320,DevOps & Monitoring,DigitalPlatform,119753.64
GL_DigitalPlatform_202509_B001_6300,2025,9,B001,6300,Cloud Hosting,DigitalPlatform,726.3
